0.000000 -0.000124 -0.000005 0.000032 0.000000
0.000000 0.001548 0.000234 -0.000021 0.000000
0.000000 0.001362 0.000225 0.000008 0.000000
0.000000 0.000933 0.000173 0.000039 0.000000
0.000000 0.000764 0.000149 0.000048 0.000000
0.000000 0.000743 0.000127 0.000026 0.000000
0.000000 0.000727 0.000139 0.000042 0.000000
0.000000 0.000765 0.000123 0.000015 0.000000
0.000000 0.000725 0.000138 0.000041 0.000000
0.000000 0.000780 0.000113 -0.000001 0.000000
0.000000 0.000726 0.000136 0.000036 0.000000
0.000000 0.000804 0.000103 -0.000020 0.000000
0.000000 0.000736 0.000132 0.000027 0.000000
0.000000 0.000787 0.000110 -0.000008 0.000000
0.000000 0.000728 0.000135 0.000033 0.000000
0.000000 0.000799 0.000105 -0.000016 0.000000
0.000000 0.000733 0.000133 0.000029 0.000000
0.000000 0.000793 0.000107 -0.000013 0.000000
0.000000 0.000730 0.000134 0.000031 0.000000
0.000000 0.000799 0.000104 -0.000017 0.000000
0.000000 0.000733 0.000133 0.000029 0.000000
0.000000 0.000791 0.000108 -0.000012 0.000000
0.000000 0.000729 0.000135 0.000031 0.000000
0.000000 0.000798 0.000105 -0.000017 0.000000
0.000000 0.000733 0.000134 0.000029 0.000000
0.000000 0.000790 0.000109 -0.000011 0.000000
0.000000 0.000728 0.000136 0.000032 0.000000
0.000000 0.000798 0.000105 -0.000017 0.000000
0.000000 0.000732 0.000134 0.000029 0.000000
0.000000 0.000789 0.000109 -0.000011 0.000000
0.000000 0.000728 0.000136 0.000032 0.000000
0.000000 0.000797 0.000105 -0.000017 0.000000
0.000000 0.000732 0.000134 0.000029 0.000000
0.000000 0.000787 0.000110 -0.000010 0.000000
0.000000 0.000727 0.000137 0.000032 0.000000
0.000000 0.000797 0.000106 -0.000016 0.000000
0.000000 0.000731 0.000135 0.000029 0.000000
0.000000 0.000786 0.000111 -0.000009 0.000000
0.000000 0.000726 0.000137 0.000032 0.000000
0.000000 0.000796 0.000106 -0.000016 0.000000
0.000000 0.000730 0.000135 0.000029 0.000000
0.000000 0.000785 0.000111 -0.000008 0.000000
0.000000 0.000725 0.000138 0.000033 0.000000
0.000000 0.000795 0.000107 -0.000016 0.000000
0.000000 0.000730 0.000136 0.000029 0.000000
0.000000 0.000783 0.000112 -0.000008 0.000000
0.000000 0.000724 0.000138 0.000033 0.000000
0.000000 0.000795 0.000107 -0.000015 0.000000
0.000000 0.000729 0.000136 0.000029 0.000000
0.000000 0.000782 0.000113 -0.000007 0.000000
0.000000 0.000723 0.000139 0.000033 0.000000
0.000000 0.000794 0.000107 -0.000015 0.000000
0.000000 0.000728 0.000136 0.000029 0.000000
0.000000 0.000781 0.000113 -0.000006 0.000000
0.000000 0.000722 0.000139 0.000033 0.000000
0.000000 0.000793 0.000108 -0.000015 0.000000
0.000000 0.000727 0.000137 0.000029 0.000000
0.000000 0.000780 0.000114 -0.000006 0.000000
0.000000 0.000720 0.000140 0.000034 0.000000
0.000000 0.000792 0.000108 -0.000014 0.000000
0.000000 0.000727 0.000137 0.000029 0.000000
0.000000 0.000778 0.000115 -0.000005 0.000000
0.000000 0.000719 0.000140 0.000034 0.000000
0.000000 0.000791 0.000109 -0.000014 0.000000
